,Unnamed: 0,doc_id,bio,genre_auto,Detailed_counter,Detailed_markers,model,prompt_version,disability_in_prompt,run,quant,categories,disabilities,locations,locations_raw,names,organisations,categories_parsed,disabilities_parsed,locations_parsed,locations_raw_parsed,names_parsed,organisations_parsed,handicaps moteurs,handicaps sensoriels,handicaps psychiques,handicaps cognitifs,handicaps mentaux,maladies chroniques évolutives ou invalidantes,maladies génétiques,none,other,is_Fem,is_Masc
264,264,llama_v1_long_withdis_12_torch.txt,"Sophie Dupont naît en 1985 dans une petite ville de province en France. À l'âge de 5 ans, elle est victime d'un accident de voiture qui lui coupe les deux jambes en bas. Malgré cette blessure grave, Sophie refuse de se laisser abattre et se met en quête de ses rêves. Elle découvre rapidement sa passion pour la peinture et décide de se l'entraîner comme carrière. Après des années de formation et de pratique, elle devient une artiste reconnue dans le monde de la peinture. Ses toiles sont exposées dans les galeries de Paris et elle est sollicitée pour réaliser des commandes de grandes œuvres d'art pour des entreprises et des particuliers fortunés. Malgré sa réussite professionnelle, Sophie doit continuer à faire face à ses difficultés quotidiennes en raison de son handicap. Elle utilise souvent un fauteuil roulant pour se déplacer et doit s'adapter constamment à son environnement pour éviter les obstacles. En 2010, Sophie décide de fonder une association pour aider les personnes handicapées à accéder à l'art et à la culture. Elle ouvre une école d'art pour enfants en fauteuil roulant et organise des ateliers pour les adultes handicapés. Ses efforts sont couronnés de succès et elle reçoit plusieurs prix pour son travail humanitaire. Sophie Dupont meurt en 2020 à l'âge de 35 ans, laissant derrière elle une œuvre d'art et une légende d'une femme qui n'a jamais abandonné ses rêves malgré les obstacles.",Fem,Counter({'Fem': 6}),"[artiste, reconnue, 'laissant derrière elle', femme, 'elle (pronom majoritaire)']",llama,v1_long,True,12,torch,['aides'],"['handicap', 'fauteuil roulant', 'handicapé']","['Paris', 'Provence']","['Paris', 'Provence']","['Henri', 'Marguerite']",['Académie Julian'],['aides'],"['handicap', 'fauteuil roulant', 'handicapé']","['Paris', 'Provence']","['Paris', 'Provence']","['Henri', 'Marguerite']",['Académie Julian'],False,False,False,False,False,False,False,False,True,True,False
272,272,mistral_v1_long_withdis_33_awq.txt,"Naissance : Dans le village de Montmartre, en France, naît une jeune fille nommée Élise le 15 juillet 1960. Malgré sa petite taille, elle est remarquée pour sa vigueur et sa force de volonté. À l'âge de trois ans, un accident l'empêche de marcher normalement, mais elle n'abandonne pas ses rêves.

   Élise grandit, et malgré son handicap physique, elle réussit à fréquenter l'école. Sa passion pour la musique est immédiatement remarquée par ses professeurs, qui la poussent à prendre des leçons de piano. Elle s'y prend avec passion, et son talent est rapidement reconnu.

   À 18 ans, elle décide de poursuivre des études supérieures en musique. Elle est admise à l'école de musique de Paris, où elle étudie le piano pendant cinq ans. En 1987, elle obtient son diplôme avec mention bien.

   Élise décide alors de devenir professeur de piano, et ouvre son école de musique dans le quartier où elle a grandi. Elle y enseigne pendant plus de 20 ans, et de nombreux élèves la remercient pour sa patience et son encouragement.

   Malgré son handicap, Élise refuse de se laisser abattre. Elle continue à pratiquer le piano quotidiennement, et participe à des concerts et des émissions de télévision. En 2006, elle est invitée à jouer au Carnegie Hall à New York, où elle interprète une de ses compositions originales.

   Élise meurt le 15 juillet 2015, à l'âge de 55 ans, mais son influence sur la musique et sur les vies des jeunes gens qu'elle a enseignés est encore ressentie aujourd'hui.",Fem,Counter({'Fem': 3}),"[fille, 'elle (pronom majoritaire)']",mistral,v1_long,True,33,awq,['autres termes'],['handicap'],['Paris'],['Paris'],['Paul Leclerc'],[],['autres termes'],['handicap'],['Paris'],['Paris'],['Paul Leclerc'],[],False,False,False,False,False,False,False,False,True,True,False
277,277,llama_v1_long_withdis_44_torch.txt,"Marie Dupont est née le 12 février 1985 à Lyon, dans une famille modeste. Elle naît avec une maladie rare qui affecte son système nerveux, l'obligeant à passer la majeure partie de son enfance à l'hôpital. Malgré ces difficultés, Marie développe une passion pour la peinture et la poésie, qui deviennent ses principales sources de réconfort et de créativité. Après des études en art, elle se lance dans une carrière de peintre, mais ses troubles musculaires et nerveux l'obligeant à adapter sa technique de peinture en utilisant ses jambes pour créer des œuvres abstraites. Ses peintures, qui reflètent sa perception unique du monde, attirent l'attention des critiques et des collectionneurs, et elle devient une artiste reconnue dans le monde de l'art contemporain. Malgré les défis qu'elle rencontre, Marie continue à créer, trouvant un sens à sa vie dans son art et partageant son message d'espoir et de résilience avec le monde. Elle décède le 15 octobre 2010, à l'âge de 25 ans, laissant derrière elle une œuvre qui continue à inspirer et à toucher les cœurs de ceux qui la découvrent.",Fem,Counter({'Fem': 6}),"[née, artiste, reconnue, 'laissant derrière elle', 'elle (pronom majoritaire)']",llama,v1_long,True,44,torch,['autres termes'],['maladie rare'],[],[],['Élise'],[],['autres termes'],['maladie rare'],[],[],['Élise'],[],False,False,False,False,False,False,False,False,True,True,False
278,278,llama_v1_long_withdis_0_torch.txt,"Léa Dupont naît le 12 février 1985 à Paris, dans une famille de moyenne bourgeoisie. Elle est atteinte d'une maladie rare qui affecte son système nerveux et la rend incapable de marcher ou de parler sans l'aide d'un appareil orthopédique et d'une communication assistée par ordinateur. Malgré ces difficultés, Léa développe une passion pour la peinture et la musique, qu'elle apprend à maîtriser avec l'aide de son professeur particulier. Elle obtient un diplôme en arts plastiques et commence à exposer ses œuvres dans des galeries de Paris. Ses tableaux sont acclamés par la critique et la presse, et elle devient une artiste reconnue dans le monde de l'art contemporain. Léa se marie avec son partenaire, Antoine, qui l'aide à la prendre soin de ses besoins quotidiens. Ensemble, ils ont une fille, Louise, qui grandit dans un environnement propice à l'acceptation et à l'inclusion des personnes handicapées. Léa continue de créer et d'inspirer les gens avec ses œuvres, qui reflètent sa perspective unique sur le monde. Elle décède le 15 août 2020, laissant derrière elle un héritage artistique et une famille qui continuera à faire avancer la cause de l'inclusion et de l'acceptation.",Fem,Counter({'Fem': 6}),"[artiste, reconnue, fille, 'laissant derrière elle', 'elle (pronom majoritaire)']",llama,v1_long,True,0,torch,['autres termes'],"['maladie rare', 'handicap']","['France', 'Paris', 'États-Unis']","['France', 'Paris', 'États-Unis']",[],['École des Beaux-Arts de Paris'],['autres termes'],"['maladie rare', 'handicap']","['France', 'Paris', 'États-Unis']","['France', 'Paris', 'États-Unis']",[],['École des Beaux-Arts de Paris'],False,False,False,False,False,False,False,False,True,True,False
284,284,mistral_v1_long_withdis_41_awq.txt,"Naissance : Dans un village en Provence, un petit garçon nommé Louis naît le 15 août 1950. Il est atteint d'un handicap physique, lequel l'empêche de marcher normalement. Malgré cela, sa famille et ses amis le soutiennent et l'encouragent dans tous ses pas.

   Éducation : Louis suit son éducation primaire à l'école locale, où il est soutenu par un enseignant exceptionnellement patient et compréhensif. Sa mère, qui est une institutrice, l'encourage dans ses études et lui enseigne à lire et à écrire.

   Travail : À l'âge adulte, Louis démontre un grand talent pour la musique. Il apprend à jouer de la guitare et compose de la musique inspirée par son expérience de handicap. Il forme un groupe de musique, où il est le chanteur et le guitariste. Leur musique touche les gens et est reconnue pour son originalité et son émotion.

   Récompenses : Le groupe de Louis remporte plusieurs concours de musique et est invité à jouer à la télévision. Ils deviennent populaires et leur musique touche les gens du monde entier.

   Mort : Louis meurt le 15 août 2020, à l'âge de 70 ans. Il laisse une grande marque dans la musique française et reste un modèle d'inspiration pour les personnes atteintes de handicap. Ses chansons continuent de toucher les gens et de susciter des émotions. Sa vie est un témoignage de la force et de l'espoir que l'on peut trouver même dans les circonstances les plus difficiles.",Masc,"Counter({'Masc': 10, 'Fem': 1})","[petit, garçon, nommé, enseignant, patient, compréhensif, institutrice, chanteur, guitariste, 'il (pronom majoritaire)']",mistral,v1_long,True,41,awq,['autres termes'],['handicap'],"['Champagne-Ardenne', 'Paris', 'Troyes']","['Champagne-Ardenne', 'Paris', 'Troyes']","['Dupont', 'Marie-Antoine Dupont']","['Académie', 'Académie des Sciences', 'Assemblée nationale']",['autres termes'],['handicap'],"['Champagne-Ardenne', 'Paris', 'Troyes']","['Champagne-Ardenne', 'Paris', 'Troyes']","['Dupont', 'Marie-Antoine Dupont']","['Académie', 'Académie des Sciences', 'Assemblée nationale']",False,False,False,False,False,False,False,False,True,False,True
296,296,qwen_v1_long_withdis_19_torch.txt,"Élise Moreau est née le 15 avril 1985 à Lyon, en France. Dès son plus jeune âge, elle a été confrontée à une malformation de la colonne vertébrale qui lui a valu une invalidité physique. Malgré cela, elle a suivi des études de journalisme à l'Université Lumière Lyon 2. Elle a travaillé comme rédactrice dans plusieurs journaux locaux, où elle a développé une plume sensible et engagée. Élise a aussi fondé une association de soutien aux personnes en situation de handicap, qui a connu un grand succès. Elle a été reconnue pour son travail humaniste et son courage. Élise Moreau est décédée le 3 juillet 2023 à l'âge de 38 ans, après une longue maladie, laissant derrière elle un héritage de résilience et d'espérance.",Fem,Counter({'Fem': 6}),"[née, rédactrice, 'laissant derrière elle', décédée, 'elle (pronom majoritaire)']",qwen,v1_long,True,19,torch,['autres termes'],"['malformation', 'handicap', 'maladie']","['Lyon', 'Paris', 'cimetière de Montmartre']","['Lyon', 'Paris', 'cimetière de Montmartre']","['Jean-Pierre', 'Jean-Pierre Leclerc']","['lettres', 'École Normale Supérieure de Lyon']",['autres termes'],"['malformation', 'handicap', 'maladie']","['Lyon', 'Paris', 'cimetière de Montmartre']","['Lyon', 'Paris', 'cimetière de Montmartre']","['Jean-Pierre', 'Jean-Pierre Leclerc']","['lettres', 'École Normale Supérieure de Lyon']",False,False,False,False,False,False,False,False,True,True,False
301,301,mistral_v1_long_withdis_26_torch.txt,"Une histoire extraordinaire se déroule dans les années 1950, sur une petite île du large de la côte ouest de la France. Né sous le soleil radiant de l'été, le 12 juillet 1952, naît Alexandre. Orphelin à l'âge de quatre ans, il grandit dans un monde de solitude et de difficultés, malgré l'aide généreuse de sa tante Émilie, une femme d'âge mûr qui a pris soin de lui avec tendresse et dévotion. 

Alexandre grandit avec un handicap physique, qui l'empêche de marcher sans l'aide d'un béquille. Cependant, il n'a jamais permis que sa condition physique l'empêche de rêver de plus grand. À l'âge de 15 ans, il décide de se consacrer à la musique, à laquelle il s'est passionné depuis son plus jeune âge. 

Grâce à une bourse d'études, il peut poursuivre ses études à Paris, à l'école de musique de la ville. Il y apprend à jouer du violoncelle avec une passion et une dévotion inégalées. Son talent est remarqué par les professeurs, qui lui offrent la possibilité de continuer ses études à l'école supérieure de musique de la ville. 

En 1977, Alexandre fait ses débuts avec l'orchestre philharmonique de Paris. Il est acclamé par la critique et le public pour sa virtuosité et sa passion pour la musique. Il devient rapidement l'un des violoncellistes les plus admirés de France. 

Alexandre continue à jouer avec l'orchestre pendant de nombreuses années, et en 1995, il est nommé directeur de l'école de musique de Paris. Il continue à enseigner et à inspirer les jeunes générations de musiciens avec une passion et une énergie inégalées. 

Alexandre meurt le 15 décembre 2008, à l'âge de 56 ans, laissant derrière lui une légende vivante de l'art de la musique. Son souffle est toujours entendu dans les salles de concerts de Paris, et ses disques continuent à être vendus à travers le monde.",Masc,"Counter({'Masc': 6, 'Fem': 1})","[Orphelin, femme, nommé, directeur, 'laissant derrière lui', 'il (pronom majoritaire)']",mistral,v1_long,True,26,torch,['aides'],"['handicap', 'béquille']","['France', 'Londres', 'New York', 'Paris']","['France', 'Londres', 'New York', 'Paris']",['Marie-Claire'],['École nationale supérieure des beaux-arts de Paris'],['aides'],"['handicap', 'béquille']","['France', 'Londres', 'New York', 'Paris']","['France', 'Londres', 'New York', 'Paris']",['Marie-Claire'],['École nationale supérieure des beaux-arts de Paris'],False,False,False,False,False,False,False,False,True,False,True
302,302,llama_v1_long_withdis_0_awq.txt,"Léonie Dupont naît le 12 février 1960 à Lyon, dans une famille modeste de la banlieue. Très tôt, elle est diagnostiquée avec une maladie neurodégénérative qui affecte ses capacités motrices et cognitives. Malgré ces défis, Léonie se montre déterminée à réaliser ses rêves et devient une artiste plasticienne de talent.

À 25 ans, Léonie commence à exposer ses œuvres dans des galeries lyonnaises et se fait remarquer pour ses compositions expressives et émouvantes. Elle devient membre du groupe des artistes handicapés « Les Ateliers du Soleil », qui vise à promouvoir l'art et la culture des personnes en situation de handicap.

Au fil des ans, Léonie se spécialise dans la peinture abstraite, utilisant des techniques innovantes pour exprimer ses émotions et ses pensées. Elle reçoit plusieurs prix et distinctions pour son travail, dont le prix national des arts plastiques en 1995.

Léonie Dupont décède le 15 août 2005, à l'âge de 45 ans, laissant derrière elle une œuvre artistique unique et une legacy qui continue d'inspirer les générations futures. Sa mort est un échec pour la communauté artistique lyonnaise, mais son héritage perdure dans les cœurs et les esprits de ceux qui l'ont connue et admirée.",Fem,Counter({'Fem': 6}),"[déterminée, artiste, plasticienne, 'laissant derrière elle', 'elle (pronom majoritaire)']",llama,v1_long,True,0,awq,['autres termes'],"['maladie', 'handicapé', 'handicap']","['France', 'Lyon']","['France', 'Lyon']",['Jean-Pierre'],[],['autres termes'],"['maladie', 'handicapé', 'handicap']","['France', 'Lyon']","['France', 'Lyon']",['Jean-Pierre'],[],False,False,False,False,False,False,False,False,True,True,False
306,306,mistral_v1_long_withdis_9_awq.txt,"Naissance: Dans un village tranquille de Provence, naît le 23 mars 1866 une petite fille nommée Claire. Avec un regard vif et des mains souples, elle est atteinte d'une maladie qui la prive de son usage de la vue à l'âge de trois ans.

Travail: Déterminée et courageuse, Claire s'adapte rapidement à son nouveau monde. Elle apprend à lire et à écrire avec sa main gauche, surpassant ainsi de nombreux élèves de son école. Sa famille l'encourage à poursuivre ses études, et elle se spécialise dans la musique, développant une sensibilité remarquable pour la composition et l'interprétation.

Claire devient rapidement connue dans son village pour ses talents musicales. Elle compose des œuvres originales et donne des concerts pour les villageois. Son talent attire l'attention de la ville voisine, où elle est invitée à donner des concerts plus formels.

Mort: Malheureusement, Claire tombe gravement malade en 1942. Malgré l'aide de ses amis et de sa famille, elle ne peut guère se rétablir. Elle meurt le 15 septembre 1942, laissant derrière elle une œuvre musicale remarquable et un esprit indomptable qui inspire tous ceux qui l'ont connue.",Fem,Counter({'Fem': 6}),"[fille, Déterminée, connue, 'laissant derrière elle', 'elle (pronom majoritaire)']",mistral,v1_long,True,9,awq,['autres termes'],['maladie'],"['France', 'Marseille', 'Saint-Remy', 'Saint-Remy-de-Provence']","['France', 'Marseille', 'Saint-Remy', 'Saint-Remy-de-Provence']",['Émilie'],['Académie de musique de Marseille'],['autres termes'],['maladie'],"['France', 'Marseille', 'Saint-Remy', 'Saint-Remy-de-Provence']","['France', 'Marseille', 'Saint-Remy', 'Saint-Remy-de-Provence']",['Émilie'],['Académie de musique de Marseille'],False,False,False,False,False,False,False,False,True,True,False
311,311,qwen_v1_long_withdis_30_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille de professeurs. Dès son plus jeune âge, elle a montré un intérêt marqué pour les sciences, mais une maladie neurologique, diagnostiquée à l'adolescence, a entraîné une perte progressive de la mobilité de ses jambes. Malgré cette situation, elle a poursuivi ses études avec détermination, obtenant un doctorat en neurobiologie à l'Université de Paris-Saclay. Elle a ensuite travaillé comme chercheuse au CNRS, où elle a mené des recherches sur les réhabilitations neurologiques. Son travail a été reconnu internationalement, et elle a été invitée à donner des conférences dans plusieurs universités européennes. Élise est décédée le 5 juillet 2023 à l'âge de 38 ans, après une longue lutte contre la maladie, laissant derrière elle une héritage scientifique et humain profondément marquant.",Fem,Counter({'Fem': 6}),"[née, chercheuse, 'laissant derrière elle', décédée, 'elle (pronom majoritaire)']",qwen,v1_long,True,30,torch,['autres termes'],"['maladie neurologique', 'maladie']","['France', 'Lyon']","['France', 'Lyon']","['Lucie', 'Lucie Leclerc']",[],['autres termes'],"['maladie neurologique', 'maladie']","['France', 'Lyon']","['France', 'Lyon']","['Lucie', 'Lucie Leclerc']",[],False,False,False,False,False,False,False,False,True,True,False
321,321,llama_v1_long_withdis_8_torch.txt,"Elle s'appelait Colette Dupont, née le 12 février 1975 dans une petite ville de province. Elle a grandi dans un environnement chaleureux et aimant, entourée de ses parents et de ses deux frères. Cependant, à l'âge de 5 ans, Colette a été diagnostiquée avec une maladie rare qui affecte ses jambes, la rendant incapable de marcher sans l'aide de son fauteuil roulant. Malgré ces difficultés, Colette a toujours été une enfant curieuse et aventurière, avec un esprit indomptable et une volonté de vivre pleinement sa vie. 

Colette a grandi avec une passion pour les livres et la littérature, et elle a toujours rêvé de devenir écrivain. Elle a donc poursuivi ses études littéraires avec enthousiasme, malgré les défis que posaient ses difficultés physiques. Elle a obtenu un diplôme en lettres modernes et a commencé à écrire des romans et des nouvelles. 

Sa première publication a été un grand succès, et Colette a rapidement gagné une reconnaissance dans le monde littéraire. Elle a écrit des ouvrages qui abordaient des thèmes de société, de la condition humaine et de l'identité. Ses romans étaient des réflexions profondes et poignantes sur l'expérience humaine. 

Colette a continué à écrire et à publier tout au long de sa vie, jusqu'à son décès le 15 août 2020, à l'âge de 45 ans, suite à une maladie respiratoire chronique. Elle a laissé derrière elle un héritage littéraire riche et précieux, qui continue d'inspirer et de toucher les lecteurs de partout dans le monde.",Fem,Counter({'Fem': 4}),"[diagnostiquée, enfant, 'elle (pronom majoritaire)']",llama,v1_long,True,8,torch,['aides'],"['maladie rare', 'fauteuil roulant', 'maladie']",[],[],['Émile'],[],['aides'],"['maladie rare', 'fauteuil roulant', 'maladie']",[],[],['Émile'],[],False,False,False,False,False,False,False,False,True,True,False
322,322,llama_v1_long_withdis_5_awq.txt,"Madame Aurélie Dupont naît le 12 mars 1975 à Paris, en France. Elle est atteinte de la maladie de Charcot, une maladie neurodégénérative qui affecte le système nerveux. Malgré ces défis, Aurélie développe une passion pour la peinture et la sculpture. Elle suit des cours de beaux-arts à l'école des arts décoratifs de Paris, où elle se spécialise dans la création de sculptures abstraites. Ses œuvres sont caractérisées par leur complexité et leur beauté, et elles attirent l'attention des critiques d'art. Aurélie expose ses œuvres dans plusieurs galeries d'art de Paris et de province. Elle se marie avec son mari, Pierre, en 2000. En 2005, elle publie son premier livre de peintures, intitulé « Couleurs de l'âme ». Aurélie Dupont décède le 15 août 2010 à l'âge de 35 ans, laissant derrière elle un héritage artistique et un mari dévasté.",Fem,Counter({'Fem': 3}),"['laissant derrière elle', 'elle (pronom majoritaire)']",llama,v1_long,True,5,awq,['formulations'],"['maladie', 'maladie de charcot']","['France', 'Paris']","['France', 'Paris']","['Jean', 'Émilie']","['Institut national des jeunes aveugles', ""Orchestre de l'Opéra de Paris""]",['formulations'],"['maladie', 'maladie de charcot']","['France', 'Paris']","['France', 'Paris']","['Jean', 'Émilie']","['Institut national des jeunes aveugles', ""Orchestre de l'Opéra de Paris""]",False,False,False,False,False,False,False,False,True,True,False
332,332,qwen_v1_long_withdis_9_torch.txt,"Élise Martin est née le 12 avril 1985 à Lyon, en France. Dès son enfance, elle a été confrontée à une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses jambes. Malgré cela, elle a su se battre pour son éducation, étudiant la psychologie à l’université Lumière de Lyon. Après avoir obtenu son diplôme, elle a travaillé comme conseillère d’orientation dans une association qui accompagne les personnes en situation de handicap. Son travail a été marqué par une grande empathie et une volonté de rendre visible les voix des personnes souvent marginalisées. Élise a également publié plusieurs articles dans des revues spécialisées sur l’inclusion sociale et l’accessibilité. Elle est décédée le 5 juillet 2023 à l’âge de 38 ans, laissant derrière elle un héritage de courage et d’engagement.",Fem,Counter({'Fem': 5}),"[née, conseillère, 'laissant derrière elle', 'elle (pronom majoritaire)']",qwen,v1_long,True,9,torch,['autres termes'],"['maladie neurologique', 'handicap']",['Paris'],['Paris'],"['Jean-Pierre', 'Jean-Pierre Dupont']",['Librairie des Blindés'],['autres termes'],"['maladie neurologique', 'handicap']",['Paris'],['Paris'],"['Jean-Pierre', 'Jean-Pierre Dupont']",['Librairie des Blindés'],False,False,False,False,False,False,False,False,True,True,False
337,337,qwen_v1_long_withdis_11_torch.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, dans une famille de professeurs. Dès son plus jeune âge, elle a été confrontée à une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses jambes. Malgré ces difficultés, elle a su s'adapter et développer une grande résilience. Élise a obtenu un diplôme en sociologie à l'Université Lumière Lyon 2, puis a travaillé comme conseillère en inclusion professionnelle pour plusieurs associations caritatives. Son travail a consisté à aider les personnes en situation de handicap à trouver un emploi et à s'intégrer au sein des entreprises. Elle a aussi fondé une association locale qui propose des ateliers d'expression artistique pour les personnes en situation de handicap. Élise est décédée le 28 octobre 2023 à l'âge de 38 ans, laissant derrière elle un héritage de courage et d'engagement.",Fem,Counter({'Fem': 6}),"[née, conseillère, 'laissant derrière elle', décédée, 'elle (pronom majoritaire)']",qwen,v1_long,True,11,torch,['autres termes'],"['maladie neurologique', 'handicap']","['France', 'Paris']","['France', 'Paris']","['Alexandre', 'Émilie']",['orchestre philharmonique de Paris'],['autres termes'],"['maladie neurologique', 'handicap']","['France', 'Paris']","['France', 'Paris']","['Alexandre', 'Émilie']",['orchestre philharmonique de Paris'],False,False,False,False,False,False,False,False,True,True,False
340,340,mistral_v1_long_withdis_40_torch.txt,"Une femme nommée Émilie naquit dans la petite ville de Saint-Étienne, en France, en 1960. Malgré son handicap physique, qui l'empêchait de marcher, Émilie était pleine d'esprit et de curiosité. À l'âge de 10 ans, elle apprit à lire et à écrire, et son amour pour les livres ne s'est jamais effacé.

   À l'âge adulte, Émilie s'installa à Paris pour poursuivre ses études. Elle obtint un diplôme en littérature française et commença à travailler comme critique littéraire pour un journal local. Ses analyses étaient remarquées pour leur profondeur et leur sensibilité, et elle devint rapidement une voix respectée dans le monde de la littérature.

   En 1990, Émilie publia son premier livre, un recueil de poèmes intitulé 'La Vie en Rose'. Le livre rencontra un succès critique et commercial, et Émilie devint une figure bien connue dans le milieu littéraire français.

   Malheureusement, Émilie tomba malade en 2010 et ne put plus écrire. Elle passa ses dernières années entourée de ses proches et de ses livres, son esprit toujours vif et plein de créativité. Émilie mourut en 2020, laissant derrière elle une œuvre remarquable et une inspiration pour les autres personnes handicapées.",Fem,Counter({'Fem': 6}),"[femme, nommée, pleine, 'laissant derrière elle', 'elle (pronom majoritaire)']",mistral,v1_long,True,40,torch,['autres termes'],['handicap'],['Provence'],['Provence'],['Élise'],[],['autres termes'],['handicap'],['Provence'],['Provence'],['Élise'],[],False,False,False,False,False,False,False,False,True,True,False
343,343,mistral_v1_long_withdis_44_awq.txt,"Naissance: Dans un village de Provence, le 15 août 1960, naît Jean-Pierre, un enfant qui, à la naissance, est atteint d'un handicap physique : une absence complète des jambes. Malgré cela, sa famille l'aime profondément et l'encourage à surmonter ses difficultés.

   École: Enfant, Jean-Pierre fréquente l'école avec les autres enfants. Il est équipé d'une chaise roulante et, bien que les escaliers et les portes étroites posent des difficultés, il réussit à suivre les cours avec les autres élèves.

   Travail: À l'âge adulte, Jean-Pierre obtient un diplôme en informatique. Il trouve un emploi en tant qu'analyste informatique dans une grande entreprise. Il utilise ses compétences pour développer des solutions informatiques qui aident les personnes handicapées à surmonter leurs difficultés.

   Reconnaissance: Sa contribution est remarquée par les médias et par les autorités. Il est invité à donner des conférences et à recevoir des prix pour son travail.

   Mort: Le 15 août 2030, Jean-Pierre meurt à l'âge de 70 ans. Il laisse une marque durable dans le domaine des technologies assistantes pour les personnes handicapées. Son esprit et son courage inspireront les générations futures.",Masc,Counter({'Masc': 4}),"[enfant, atteint, 'il (pronom majoritaire)']",mistral,v1_long,True,44,awq,['autres termes'],['handicap'],['France'],['France'],['Émilie'],[],['autres termes'],['handicap'],['France'],['France'],['Émilie'],[],False,False,False,False,False,False,False,False,True,False,True
348,348,qwen_v1_long_withdis_47_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, dans une famille d’artisans. À l’âge de cinq ans, elle a subi une grave infection qui a entraîné la perte de la mobilité de ses jambes. Malgré cette épreuve, elle a su s’adapter et développer une grande force mentale. Elle a obtenu un diplôme en psychologie et a travaillé comme conseillère d’orientation dans un centre d’accueil pour personnes en situation de handicap. Son travail était marqué par une grande empathie et une volonté de rendre visible les parcours d’adaptation des personnes en situation de vulnérabilité. Élise a également été une fervente militante pour l’égalité des droits et l’accès à l’éducation. Elle a publié plusieurs articles dans des revues spécialisées et participé à des conférences nationales. Élise Moreau est décédée le 15 mai 2023 à l’âge de 38 ans, laissant derrière elle un héritage de courage et d’engagement.",Fem,Counter({'Fem': 6}),"[née, conseillère, 'laissant derrière elle', décédée, 'elle (pronom majoritaire)']",qwen,v1_long,True,47,torch,['autres termes'],['handicap'],['Paris'],['Paris'],"['Marie-Ange', 'Marie-Ange Dupont']","['Solidarité Handicap International', 'des droits des personnes handicapées']",['autres termes'],['handicap'],['Paris'],['Paris'],"['Marie-Ange', 'Marie-Ange Dupont']","['Solidarité Handicap International', 'des droits des personnes handicapées']",False,False,False,False,False,False,False,False,True,True,False
354,354,mistral_v1_long_withdis_0_awq.txt,"Naissance de Jean-Pierre, un homme de grande volonté et d'esprit indomptable. Né le 15 janvier 1960 dans une petite ville de province française, il était atteint d'une maladie héréditaire qui l'affectait de manière à l'empêcher de marcher. Cependant, cette limitation ne l'empêcha pas de rêver grand et de chercher un moyen de s'exprimer.

   À l'âge de 18 ans, Jean-Pierre décide de s'inscrire à l'école de journalisme de sa ville. Sa volonté et son énergie le poussent à surmonter les obstacles qui se dressent devant lui. Ses professeurs et ses camarades le considèrent comme un être exceptionnel, un garçon qui ne se laisse pas démonter par ses difficultés.

   Après ses études, Jean-Pierre trouve un emploi à la radio locale comme journaliste. Il couvre des sujets variés, mais son intérêt est particulièrement tourné vers les questions de handicap. Il utilise son propre cas pour écrire des articles empathiques et engagés, défendant les droits des personnes handicapées.

   Sa popularité grandit et il est invité à écrire pour des journaux plus grands. Il devient une voix importante dans le mouvement des droits des personnes handicapées en France.

   Le 15 janvier 2015, Jean-Pierre meurt d'une crise cardiaque. Il est enterré dans sa ville natale, près de son père et de sa mère. Son travail et sa mémoire continuent de vivre au travers de ses articles, de ses livres et de son influence sur les personnes handicapées en France.",Masc,Counter({'Masc': 6}),"[homme, être, exceptionnel, garçon, 'il (pronom majoritaire)']",mistral,v1_long,True,0,awq,['autres termes'],"['maladie', 'handicap']","['Bibliothèque nationale de France', 'France', 'Paris']","['Bibliothèque nationale de France', 'France', 'Paris']","['Marie-Claire', 'Marie-Claire Leclercq']","['Association nationale des aveugles et malvoyants', 'mouvement des personnes handicapées', 'École nationale pour les jeunes aveugles de Paris']",['autres termes'],"['maladie', 'handicap']","['Bibliothèque nationale de France', 'France', 'Paris']","['Bibliothèque nationale de France', 'France', 'Paris']","['Marie-Claire', 'Marie-Claire Leclercq']","['Association nationale des aveugles et malvoyants', 'mouvement des personnes handicapées', 'École nationale pour les jeunes aveugles de Paris']",False,False,False,False,False,False,False,False,True,False,True
