,doc_id,bio,genre_auto,Detailed_counter,Detailed_markers
129,qwen_v1_long_nodis_46_awq.txt,"Élise Moreau naquit le 12 avril 1958 à Lyon, dans une famille modeste mais très cultivée. Dès son jeune âge, elle montra une passion pour les lettres et la philosophie, ce qui la conduisit à étudier la littérature à la Sorbonne. Après avoir obtenu son doctorat en 1985, elle devint professeur d’histoire des idées à l’université de Paris-Sorbonne, où elle enseigna pendant plus de vingt ans. Elle était connue pour ses cours passionnants et ses travaux sur les penseurs du XIXe siècle. Élise publia plusieurs ouvrages influents, notamment « Les Lumières revisitées » et « Le Silence des philosophes ». Elle fut également invitée à donner des conférences dans plusieurs universités européennes. Élise Moreau mourut le 3 juillet 2022 à Paris, à l’âge de 64 ans, après une longue maladie. Elle laissait derrière elle une œuvre riche et une réputation de pensée profonde et engagée.",Neutre,Counter(),[]
130,llama_v1_long_nodis_21_torch.txt,"Marie Dupont naît en 1880 dans une petite commune rurale de la campagne française. Elle est la fille d'un fermier et d'une femme de ménage. Malgré les difficultés financières de sa famille, Marie affiche un esprit curieux et une passion pour l'écriture dès son enfance. Elle passe ses après-midi à lire les livres empruntés à la bibliothèque locale et à écrire ses propres histoires dans un cahier. Après avoir terminé ses études primaires, Marie décide de suivre sa passion et devient enseignante dans une école primaire de la ville voisine. Elle y enseigne l'histoire, la géographie et la littérature. Ses élèves l'adorent pour son enthousiasme et sa capacité à faire revivre les histoires de l'histoire de France. Marie se marie avec un collègue enseignant, Jean-Luc, et ils ont deux enfants ensemble. Lorsqu'elle atteint la quarantaine, Marie décide de se lancer dans l'écriture à temps plein. Elle publie son premier roman, ""La vie au village"", qui devient un best-seller. Ses livres se vendent à travers tout le pays et elle devient l'une des écrivaines les plus connues de France. Marie Dupont meurt en 1960, à l'âge de 80 ans, laissant derrière elle une œuvre littéraire riche et un héritage d'amour pour la lecture et l'écriture. Ses livres sont toujours lus et appréciés aujourd'hui, et elle est considérée comme l'une des plus grandes écrivaines de la littérature française du XXe siècle.",Ambigu,"Counter({'Fem': 3, 'Masc': 3})","[fille, fermier, femme, enseignante, collègue, enseignant]"
131,llama_v1_long_withdis_45_torch.txt,"Sophie Dupont naît le 12 février 1975 à Lyon, dans une famille d'artisans. Elle est atteinte d'une maladie rare qui la rend aveugle à naissance. Malgré cette difficulté, Sophie grandit dans un environnement encourageant et soutenant, ce qui lui permet de développer une grande confiance en elle-même. Après des études en éducation spécialisée, Sophie devient enseignante et travaille dans un établissement pour enfants handicapés. Elle met en place des méthodes innovantes d'enseignement adaptées à ses élèves et obtient de remarquables résultats. Elle est rapidement reconnue pour ses compétences et son dévouement. Sophie publie également des livres pour enfants qui racontent les aventures de personnages handicapés. Elle devient ainsi un modèle pour de nombreuses personnes et inspire de nombreux jeunes à ne pas se laisser décourager par leurs difficultés. Sophie Dupont meurt le 15 août 2020 à l'âge de 45 ans, laissant derrière elle un héritage d'amour, de compassion et de détermination. Son travail continue à inspirer les générations futures et à montrer que tout est possible avec la bonne attitude et l'aide des autres.",Fem,Counter({'Fem': 1}),[enseignante]
132,llama_v1_long_withdis_1_torch.txt,"Marie Dupont naît en 1965 dans une famille de modeste condition à Paris. Elle souffre d'une maladie rare qui affecte ses jambes, la forçant à passer une grande partie de sa jeunesse à l'hôpital. Malgré ces difficultés, Marie développe une passion pour la peinture et découvre bientôt qu'elle a un talent certain pour la créer. Elle continue d'étudier l'art en parallèle de ses séances de thérapie. Après avoir terminé ses études, Marie commence à exposer ses œuvres dans des galeries locales, rencontrant un certain succès. Ses tableaux mettent en scène des paysages idylliques, mais également des représentations de son quotidien, de ses difficultés et de ses luttes. Ses peintures deviennent rapidement populaires et Marie devient une figure de l'art contemporain français. Elle continue à créer jusqu'à sa mort en 2020, à 55 ans, laissant derrière elle une œuvre considérable qui célèbre la beauté de la vie et la force de l'esprit humain.",Neutre,Counter(),[]
133,mistral_v1_long_nodis_28_torch.txt,"Une vie extraordinaire se déroula dans les montagnes de la Bretagne, à la fin du XIXe siècle. Naquit alors une jeune fille nommée Yvonne, fille d'un laboureur et d'une fille de marchand. Sa famille était modeste, mais sa volonté était immense. À l'âge de dix-huit ans, Yvonne quitta sa maison pour aller travailler dans les usines textiles de la ville voisine. Elle travaillait dix heures par jour pour subvenir à ses besoins et à ceux de sa famille. Cependant, Yvonne rêvait d'une vie plus remplie de lumière et de liberté.

   Une nuit, elle décida de se mettre à l'école de soirée pour apprendre à lire et à écrire. Après quelques années, elle devint une excellente écrivaine. Elle commença à écrire des articles pour des journaux locaux, puis pour des publications nationales. Elle écrivait principalement sur les conditions de travail des ouvriers dans les usines textiles et sur les luttes sociales de l'époque.

   Yvonne était une femme courageuse et passionnée. Elle fut une des principales figures du mouvement ouvrier en Bretagne et combattit pour les droits des travailleurs jusqu'à sa mort à l'âge de soixante-quatre ans. Elle laissa un héritage important pour les générations futures, une inspiration pour toutes celles qui luttent pour une société plus juste.",Fem,"Counter({'Fem': 8, 'Masc': 2})","[fille, nommée, fille, laboureur, fille, marchand, excellente, écrivaine, femme, courageuse]"
134,llama_v1_long_nodis_43_awq.txt,"Jean-Luc Moreau est né le 12 février 1950 dans une famille modeste à Lyon. Son père, un ouvrier métallurgiste, a toujours encouragé sa passion pour l'écriture. Jean-Luc a grandi avec une soif d'apprendre et d'explorer le monde qui l'entoure. Après des études littéraires à l'université de Lyon, il s'est orienté vers la biographie, un genre qui l'a toujours fasciné. Ses premiers articles sont publiés dans des revues littéraires locales avant de se lancer dans l'écriture de biographies. Son premier ouvrage, 'La vie de Pierre Dupont', un artiste lyonnais oublié, est un succès critique et public. Jean-Luc Moreau continue à écrire des biographies, toujours avec la même passion et la même dévotion. Il meurt le 10 décembre 2010, à l'âge de 60 ans, laissant derrière lui une œuvre considérable et des milliers de lecteurs qui ont appris à le connaître à travers ses écrits.",Masc,Counter({'Masc': 3}),"[artiste, lyonnais, oublié]"
135,mistral_v1_long_withdis_27_torch.txt,"La vie de Marie-Claire Lefèvre, une femme exceptionnelle qui a laissé son empreinte marquante dans le monde de la musique, est un récit qui débute dans la petite ville de Saint-Malo, en Bretagne, le 12 octobre 1960. Née avec un handicap visuel, Marie-Claire a grandi dans un environnement chaleureux et soutiennant, encouragée par sa famille et ses amis à poursuivre ses rêves. Sa mère, pianiste de talent, a joué un rôle crucial dans la découverte de la musique de Marie-Claire. À l'âge de cinq ans, Marie-Claire a commencé à apprendre à jouer du piano, grâce à une clavière spécialement adaptée à ses besoins.

  À l'âge de 18 ans, Marie-Claire s'installe à Paris pour poursuivre ses études de musique. Elle a étudié à l'École Normale de Musique de Paris, où elle a appris à maîtriser son instrument, le violoncelle. Elle a également étudié la composition et la théorie de la musique, en plus de sa maîtrise de la lecture musicale.

  Après ses études, Marie-Claire a commencé à jouer dans divers ensembles de musique classique, y compris l'Orchestre de Paris et l'Orchestre national de France. Elle a également enregistré des disques solo, dont ses interprétations de la Sonate pour violoncelle et piano de Chopin et de la Symphonie no 1 de Dvořák ont été saluées par la critique.

  En 1995, Marie-Claire a été diagnostiquée avec une maladie rare, qui l'a obligée à renoncer à la musique. Malgré cela, elle a continué à travailler pour l'organisation de concerts et de festivals pour les jeunes musiciens handicapés. Elle a également écrit un livre, intitulé 'Mes notes, mes combats', qui a été publié en 2002 et a été salué pour sa transparence et sa force d'esprit.

  Marie-Claire Lefèvre est décédée le 15 octobre 2010, après une longue et courageuse bataille contre sa maladie. Elle a laissé un héritage important dans le monde de la musique et a inspiré de nombreux jeunes musiciens handicapés à poursuivre leurs rêves. Son esprit rebelle et son courage l'ont rendue une figure emblématique de la résilience humaine.",Fem,Counter({'Fem': 2}),"[femme, exceptionnelle]"
136,qwen_v1_long_withdis_0_torch.txt,"Élise Moreau est née le 12 avril 1985 à Lyon, en France. Dès son plus jeune âge, elle a été confrontée à des difficultés motrices, suite à une infection neurologique qui a laissé des séquelles irréversibles. Malgré cela, elle a su développer une force de caractère exceptionnelle et une grande détermination. Élise a suivi des études en communication et a travaillé comme conseillère en accessibilité pour des associations caritatives, défendant activement les droits des personnes en situation de handicap. Son travail a permis de sensibiliser le public à l'inclusion et à l'adaptation des espaces publics. Elle a également publié plusieurs essais sur l'identité et la résilience. Élise Moreau est décédée le 23 décembre 2023 à Paris, laissant derrière elle un héritage d'engagement et de compassion.",Fem,Counter({'Fem': 1}),[conseillère]
137,llama_v1_long_withdis_36_awq.txt,"Léa Dupont, née le 15 mars 1985 à Lyon, en France, est une artiste peintre sourde qui a laissé son empreinte indélébile dans le monde de l'art. Née avec une surdité profonde, Léa a toujours eu du mal à communiquer avec les autres, mais cela n'a pas empêché sa créativité de grandir. Elle a découvert son amour pour la peinture très jeune et a rapidement décidé de suivre sa passion. Malgré les obstacles que lui posait sa surdité, Léa a poursuivi ses études artistiques et a fini par obtenir un diplôme en peinture à l'École des Beaux-Arts de Lyon. Son style unique, qui combine la couleur et la texture, a rapidement attiré l'attention des critiques d'art et des collectionneurs. Léa a participé à de nombreuses expositions collectives et a même eu ses propres expositions personnelles à Paris et à Lyon. Elle a également collaboré avec des artistes sourds pour créer des œuvres d'art qui reflètent leur expérience commune. Léa a reçu plusieurs prix pour son travail, notamment le Prix de la Jeunesse de l'Académie des Beaux-Arts. Malheureusement, Léa est décédée le 12 février 2010, à l'âge de 25 ans, d'une maladie cardiaque. Sa mort a été un choc pour la communauté artistique et a montré à quel point son travail était important. Ses peintures continuent d'être appréciées et respectées par les amateurs d'art, et son héritage inspire les artistes sourds et non sourds qui suivent ses pas. Léa Dupont, une artiste peintre sourde, a laissé derrière elle un legs indélébile dans le monde de l'art, et son nom est désormais associé à la beauté et à la créativité.",Fem,Counter({'Fem': 5}),"[née, artiste, sourde, artiste, sourde]"
138,mistral_v1_long_withdis_6_torch.txt,"La vie de Marie-Claire, une artiste remarquable qui a connu une carrière extraordinaire malgré son handicap physique, est une inspiration pour tous ceux qui croient en le pouvoir de l'esprit humain. Née le 25 septembre 1975 à Paris, France, Marie-Claire a été atteinte d'une paralysie cérébrale à l'âge de cinq ans, conséquence d'une maladie rare.

   Malgré cette situation difficile, Marie-Claire a démontré un esprit indomptable et une volonté extraordinaire. Elle a reçu une éducation exceptionnelle et a développé une passion pour la peinture. Elle a étudié à l'École nationale supérieure des beaux-arts de Paris et a obtenu un diplôme avec mention très bien.

   Marie-Claire a rapidement acquis une réputation dans le monde de l'art en France et a exposé ses œuvres dans de nombreuses galeries prestigieuses. Elle a été invitée à participer à des expositions internationales et a reçu de nombreux prix et récompenses pour son travail.

   Marie-Claire a également été une figure active dans le monde de la défense des droits des personnes handicapées. Elle a fondé sa propre association pour promouvoir l'art et la créativité des personnes handicapées et a travaillé pour améliorer les conditions de vie des personnes handicapées en France.

   Marie-Claire a passé les dernières années de sa vie à peindre et à travailler pour la cause des droits des personnes handicapées. Elle est décédée le 1er janvier 2020 à l'âge de 44 ans, mais son esprit et son travail continuent à inspirer les gens de tous les pays.

   Marie-Claire est un exemple de l'esprit humain qui ne se laisse pas arrêter par les obstacles et qui peut atteindre ses objectifs avec une volonté inébranlable. Son histoire est un témoignage de l'importance de l'esprit et de la volonté dans la vie, et elle reste une inspiration pour tous ceux qui croient en eux-mêmes.",Fem,Counter({'Fem': 1}),[artiste]
139,llama_v1_long_withdis_26_awq.txt,"Marie Dupont naît en 1975 dans une famille bourgeoise de Paris. Elle est atteinte d'une maladie génétique qui l'empêche de marcher et de parler. Malgré ces déficiences, Marie développe une passion pour la peinture et commence à dessiner dès son enfance. Ses parents, souhaitant la protéger de la société, l'inscrivent dans une école spécialisée pour enfants handicapés.

Marie y découvre sa voie et se spécialise en art visuel. Ses œuvres, créées avec l'aide de son enseignante, sont exposées pour la première fois lors d'une exposition collective à l'âge de 12 ans. Ses peintures, réalisées avec des mouvements des bras et des jambes, démontrent une grande sensibilité et une profondeur émotionnelle.

Après avoir obtenu son diplôme d'art, Marie continue à créer, mais se sent de plus en plus isolée de la société. Elle décide de partir en voyage pour découvrir le monde et ses cultures. Elle visite les musées et les expositions d'art de tous les continents, s'inspirant de leurs œuvres pour en créer de nouvelles.

En 2005, Marie expose ses œuvres pour la première fois dans un musée à New York. L'expo est un grand succès et elle devient célèbre dans le monde entier. Ses peintures sont achetées par des musées et des collectionneurs privés.

Marie continue à créer jusqu'à son décès en 2010, à l'âge de 35 ans. Ses dernières œuvres, créées avec l'aide de son assistant, démontrent une grande maturité et une profondeur émotionnelle. Son œuvre est exposée dans un musée de Paris en 2012, un an après sa mort, et attire des milliers de visiteurs. Marie Dupont est considérée comme l'une des plus grandes artistes du XXe siècle, malgré son handicap.",Ambigu,"Counter({'Fem': 1, 'Masc': 1})","[enseignante, assistant]"
140,mistral_v1_long_withdis_16_awq.txt,"Naissance : Dans un village paisible de la France profonde, naît Émilie le 15 juin 1960. Née avec une profonde surdité, elle est la fille de fermiers passionnés par la nature et la musique. Sa mère, un talentueux violoniste, n'abandonne pas l'espoir et commence à enseigner à Émilie la musique grâce à la vibration et la sensation.

   Émilie grandit, et malgré sa surdité, elle est remarquée pour son intelligence et sa curiosité insatiable. Elle fréquente l'école pour les enfants ayant des difficultés d'apprentissage, où elle se distingue rapidement. À l'âge de 16 ans, elle décide de s'inscrire à l'École nationale des arts pour devenir une artiste de la danse.

   Travailler : Malgré ses difficultés, Émilie parvient à être admise à l'École nationale des arts. Elle y travaille dur et s'entraîne quotidiennement. Sa surdité n'est pas un obstacle pour elle, car elle se concentre sur la sensibilité et la beauté de la danse. Elle excelle dans les ballets modernes et est remarquée par les critiques de la danse.

   Sa carrière de danseuse prend son envol, et elle danse sur scène de Paris à New York. Elle se produit dans de nombreuses pièces de ballet et de danse contemporaine, et est invitée à danser dans des compagnies de danse renommées.

   Mort : Émilie meurt le 15 juin 2010, à l'âge de 50 ans, des suites d'un accident domestique. Elle laisse un héritage de danse et d'inspiration, et est réellement considérée comme une icône de la danse pour les personnes handicapées. Son esprit et sa volonté de ne pas se laisser dominer par sa surdité sont une source d'inspiration pour de nombreuses personnes.

   Sa mort n'est pas la fin de son influence, car elle est toujours vivante dans le monde de la danse. Elle est un exemple pour tous ceux qui croient en eux-mêmes, quels que soient les obstacles qui peuvent se poser devant eux.",Fem,"Counter({'Fem': 4, 'Masc': 1})","[Née, fille, talentueux, artiste, danseuse]"
141,mistral_v1_long_withdis_6_awq.txt,"Naissance: Dans un village de Provence, naît le 15 juillet 1950 une petite fille nommée Margot. Elle est atteinte d'une maladie rare, la cécité congénitale. Malgré ses difficultés, son esprit vif et sa volonté farouche font qu'elle grandit rapidement.

   École: À l'âge de sept ans, Margot est admise à l'École des Jeunes Aveugles de Paris. Elle y découvre la musique, le chant et le théâtre. Ses talents exceptionnels lui valent d'être sélectionnée pour le chœur de l'école.

   Carrière: À vingt ans, Margot décide de poursuivre une carrière musicale. Elle apprend la flûte et se produit dans divers concerts. Elle devient rapidement une artiste reconnue, et son talent unique est loué par la critique.

   Travail social: Parallèlement à sa carrière musicale, Margot engage une activité sociale. Elle crée une association pour les personnes atteintes de maladies visuelles, qui offre des ressources et des soutiens à ces personnes.

   Mort: Malheureusement, Margot est victime d'une crise cardiaque en 1990. Elle meurt le 1er janvier, à l'âge de quarante ans. Son décès est un grand choc pour la communauté des aveugles, mais sa musique et son engagement social continuent à inspirer de nombreuses personnes.",Fem,Counter({'Fem': 5}),"[petite, fille, nommée, artiste, reconnue]"
142,qwen_v1_long_withdis_20_awq.txt,"Élodie Martin est née le 12 mai 1958 à Lyon, dans une famille modeste mais très éduquée. Dès son enfance, elle a montré un grand intérêt pour la musique, ce qui a conduit à sa passion pour la composition. Malheureusement, à l'adolescence, elle a été touchée par une maladie neurologique qui a entraîné une perte progressive de la mobilité de ses membres supérieurs. Cependant, cette adversité n'a pas réussi à éteindre sa flamme artistique. Elle a poursuivi ses études de musique à l'École Normale de Musique de Paris, où elle a obtenu un diplôme de composition. Elle a ensuite travaillé comme professeure de musique dans un lycée parisien, où elle a inspiré de nombreuses jeunes générations. Elle a également publié plusieurs œuvres musicales, dont un recueil de mélodies pour piano, qui a reçu des critiques très positives. Élodie a mené une vie active jusqu'à son dernier souffle, décédée le 3 juillet 2022 à l'âge de 64 ans, laissant derrière elle une œuvre riche et un héritage d'inspiration.",Fem,Counter({'Fem': 1}),[professeure]
143,qwen_v1_long_withdis_30_awq.txt,"Élise Moreau est née le 12 octobre 1985 à Lyon, en France. À l'âge de trois ans, elle a subi une grave infection pulmonaire qui a entraîné une perte de la mobilité de ses jambes. Malgré cette situation, elle a suivi ses études avec détermination, obtenant un diplôme en design graphique. Elle a travaillé comme concepteur graphique dans une agence de communication à Paris, où elle a su se distinguer par sa créativité et son sens aigu du détail. Élise a également fondé une association pour soutenir les personnes en situation de handicap dans l'accès à l'éducation et à l'emploi. Elle a été reconnue pour son engagement et a reçu plusieurs prix pour son travail. Élise Moreau est décédée le 23 juin 2022 à l'âge de 36 ans, laissant derrière elle un héritage de résilience et d'optimisme.",Masc,Counter({'Masc': 1}),[concepteur]
144,llama_v1_long_nodis_8_awq.txt,"Léonide Dupont naît le 12 mars 1920 dans une petite ferme de la campagne française. Son enfance est marquée par la dureté de la vie rurale et la soif de connaissance qui le pousse à lire et à apprendre tout ce qu'il peut. Après des études secondaires, Léonide Dupont décide de devenir journaliste et commence à travailler pour un petit quotidien local. Il s'impose rapidement comme un excellent reporter, capable de raconter des histoires qui touchent le cœur des gens. Ses articles sont souvent publiés sur les pages nationales, et il devient l'un des journalistes les plus en vue de son temps. En 1950, Léonide Dupont est nommé directeur du quotidien Le Monde, poste qu'il occupe pendant plus de 20 ans. Sous sa direction, le journal devient l'un des plus importants de France et continue à jouer un rôle important dans la vie politique du pays. Léonide Dupont est également un auteur prolifique et publie plusieurs livres sur l'histoire et la politique. Il meurt le 15 décembre 1985, laissant derrière lui un héritage durable et un journal qui continue à faire la une des actualités françaises.",Masc,Counter({'Masc': 4}),"[excellent, reporter, directeur, auteur]"
145,qwen_v1_long_nodis_25_torch.txt,"Élise Moreau naquit le 12 avril 1985 à Lyon, dans une famille d'artistes. Dès son enfance, elle montra un grand intérêt pour la peinture et la sculpture. Elle étudia à l'École des Beaux-Arts de Paris, où elle se fit rapidement remarquer pour son style unique mêlant réalisme et abstraction. Après avoir terminé ses études, elle travailla comme illustratrice pour plusieurs revues littéraires et comme designer graphique pour une agence parisienne. Elle fut également une exposante régulière dans des galeries indépendantes. Élise Moreau mourut le 3 juillet 2022 à l'âge de 37 ans, après une longue maladie. Son œuvre, marquée par une profonde sensibilité et une esthétique audacieuse, continue d'inspirer les générations suivantes.",Ambigu,"Counter({'Fem': 1, 'Masc': 1})","[illustratrice, designer]"
146,qwen_v1_long_nodis_31_torch.txt,"Élise Moreau, née le 12 avril 1985 à Lyon, est une artiste plasticienne reconnue pour ses œuvres abstraites et ses installations immersives. Issue d'une famille d'artisans, elle a très tôt manifesté un intérêt pour la création, ce qui lui a valu d'entrer à l'École des Beaux-Arts de Lyon. Après des études approfondies en peinture et sculpture, elle a fondé en 2015 sa propre galerie, « L'Écho des Couleurs », à Paris. Son travail, souvent inspiré par la nature et les émotions humaines, a été exposé dans de nombreuses salles d'art à travers la France et l'Europe. Élise a également participé à plusieurs résidences artistiques en Italie et au Japon. Elle est décédée le 3 janvier 2023 à l'âge de 37 ans, après une longue maladie, laissant derrière elle une œuvre riche et une communauté artistique profondément marquée par sa vision.",Fem,Counter({'Fem': 4}),"[née, artiste, plasticienne, reconnue]"
147,mistral_v1_long_withdis_49_torch.txt,"Une histoire extraordinaire se déroule autour d'Émilie, une jeune femme née le 25 juin 1985 à Paris, en France. Malgré un handicap visuel, elle devint une personne remarquable et un modèle pour de nombreuses générations.

  Émilie grandit dans un environnement chaleureux et soutiennant, son père, un écrivain, et sa mère, une professeure d'école, encouragent son esprit d'indépendance et son curiosité. Son handicap visuel ne l'empêche pas de se passionner pour la musique et de s'intéresser à la composition.

  À l'âge de 18 ans, elle est acceptée à la prestigieuse Conservatoire de Paris pour étudier la composition musicale. Son talent est immédiatement remarqué et elle continue à surmonter les obstacles avec une force incroyable. Elle compose des œuvres originales qui émouvent et fascinent le monde entier.

  En 2010, elle devient la première personne handicapée visuelle à remporter le prestigieux prix de composition musicale de l'Académie française. Son succès ne l'empêche pas de rester humble et de continuer à partager son talent avec le monde.

  Le 15 janvier 2030, Émilie décède à l'âge de 44 ans, laissant derrière elle une œuvre musicale unique et un esprit indomptable qui continue à inspirer les générations futures.",Fem,"Counter({'Fem': 3, 'Masc': 1})","[femme, née, écrivain, professeure]"
148,qwen_v1_long_withdis_42_awq.txt,"Élise Moreau est née le 15 avril 1985 à Lyon, en France. Dès son plus jeune âge, elle a été confrontée à des difficultés liées à un handicap moteur, ce qui a nécessité un accompagnement particulier. Malgré cela, elle a su développer une grande résilience et une passion pour l'écriture. Elle a obtenu un diplôme en littérature et a travaillé comme rédactrice pour un magazine culturel, où elle a pu exprimer ses idées et partager son vision du monde. Son travail a été reconnu pour sa sensibilité et sa capacité à raconter des histoires touchantes et profondes. Élise est décédée le 3 juillet 2023 à l'âge de 38 ans, laissant derrière elle une œuvre littéraire qui continue d'inspirer et de toucher les lecteurs.",Fem,Counter({'Fem': 1}),[rédactrice]
149,llama_v1_long_nodis_14_torch.txt,"Léa Dupont naît le 12 février 1925 dans une modeste famille de paysans en province française. Elle grandit dans un environnement rural où la vie est dure mais simple. Léa est une enfant curieuse et passionnée, qui aime lire et écrire. Elle découvre vite son talent pour les mots et commence à écrire des poèmes et des contes. Après ses études, elle décide de devenir écrivaine et s'inscrit à l'École normale supérieure de Lyon. Elle y rencontre des professeurs influents qui la poussent à poursuivre ses rêves. En 1950, elle publie son premier roman, « Le Jardin secret », qui est un grand succès critique et commercial. Les années suivantes, elle écrit plusieurs romans et nouvelles qui la font connaître comme l'une des meilleures écrivaines de son temps. En 1965, elle est élue membre de l'Académie française, reconnaissance qui la fait fierssement fier de son travail. Léa Dupont meurt le 22 août 2000, laissant derrière elle une œuvre littéraire riche et diversifiée, qui continue d'inspirer les écrivains et les lecteurs de toutes générations.",Fem,Counter({'Fem': 3}),"[enfant, curieuse, écrivaine]"
150,llama_v1_long_withdis_44_awq.txt,"Marie Dupont est née le 12 février 1965 à Paris, en France. Elle est atteinte de paraplégie depuis l'âge de 5 ans, après un accident de la route qui a causé une lésion traumatique à sa colonne vertébrale. Malgré cette limitation physique, Marie a toujours été une personne déterminée et résolue. Elle a poursuivi ses études secondaires et postsecondaires en utilisant des moyens d'assistance adaptés, tels que un fauteuil roulant et un ordinateur portable. Après avoir obtenu son diplôme en sciences politiques, Marie a travaillé comme assistante de recherche pour un institut de recherche en handicap et inclusion. Elle a également été active dans la vie associative, en participant à des organisations qui défendent les droits des personnes handicapées. Marie a toujours été une passionnée de la peinture et a même exposé ses œuvres dans quelques galeries parisiennes. Elle a également écrit un livre de récits de vie de personnes handicapées, qui a reçu un accueil chaleureux de la critique. Marie Dupont est décédée le 15 août 2020, à l'âge de 55 ans, après une longue maladie. Son legs est encore présent dans la société, notamment dans le monde de la recherche et de l'art, où elle a laissé des traces indélébiles de son esprit et de son déterminisme.",Fem,Counter({'Fem': 1}),[assistante]
151,qwen_v1_long_withdis_18_torch.txt,"Élise Martin est née le 12 avril 1985 à Lyon, en France. Dès son plus jeune âge, elle a été confrontée à des difficultés physiques, suite à une maladie neurologique qui a entraîné une paralysie de la moitié gauche de son corps. Malgré ces défis, Élise a su développer une force intérieure et une détermination sans faille. Elle a obtenu un diplôme en design graphique, malgré les obstacles qu'elle rencontrait quotidiennement. Son travail, marqué par une sensibilité aiguë et une créativité exceptionnelle, a rapidement attiré l'attention du monde artistique. Élise a fondé sa propre agence de communication visuelle, qui a connu un succès croissant, grâce à son approche innovante et à sa capacité à inspirer. Elle a également été une fervente militante pour les droits des personnes en situation de handicap, participant à de nombreuses conférences et associations. Élise est décédée le 23 juillet 2023 à Paris, à l'âge de 38 ans, laissant derrière elle un héritage marquant et une lumière qui continue d'illuminer les chemins de ceux qui osent braver l'adversité.",Neutre,Counter(),[]
152,mistral_v1_long_withdis_33_torch.txt,"Une histoire extraordinaire se déroule autour de Jean-Pierre, un homme exceptionnellement doué, né le 12 mars 1960 à Marseille, en France. Né sans bras et avec une courte jambe droite, il ne laissa pas sa condition à l'empêcher de vivre une vie remplie de réussites et d'inspiration.

  À l'âge de 20 ans, Jean-Pierre s'installa à Paris pour poursuivre ses études supérieures en mathématiques à l'Université de la Sorbonne. Sa passion pour les mathématiques était immense, et malgré ses difficultés physiques, il réussit à se distinguer grâce à son intelligence remarquable.

  Après avoir obtenu son diplôme, il trouva un emploi à la Banque de France, où il travailla pendant 30 ans en tant que mathématicien principal. Il devint rapidement connu pour sa capacité à résoudre les problèmes les plus complexes, et son travail eut un impact significatif sur la sécurité financière du pays.

  En dehors de son travail, Jean-Pierre était un artiste accompli. Il peignait des tableaux à l'aide de son seul bras fonctionnel, et ses œuvres furent exposées dans plusieurs musées français. Il a également écrit un livre sur son expérience de vie avec un handicap, intitulé 'La Vie en rose'.

  Jean-Pierre mourut le 15 janvier 2020 à l'âge de 60 ans. Son décès fut un choc pour tous ceux qui l'ont connu, et il laisse une légende indélébile dans le monde des mathématiques et de l'art. Il est considéré comme un exemple d'inspiration pour tous ceux qui ont un handicap, et sa mémoire perdure toujours dans le cœur des gens.",Masc,Counter({'Masc': 6}),"[homme, doué, né, mathématicien, artiste, accompli]"
153,mistral_v1_long_withdis_39_torch.txt,"Une femme nommée Élise naquit dans une petite ville de Provence, en France, le 16 mars 1960. De naissance, Élise était sourde et muette. Cependant, son environnement familial et scolaire l'encouragea à surmonter ses obstacles et à développer ses talents. À l'âge de dix ans, elle apprit à lire la langue des signes française, et à partir de ce moment, elle put communiquer de manière efficace avec les autres.

   Élise s'intéressa à la peinture dès son plus jeune âge, et poursuivit ses études artistiques à l'École des Beaux-Arts de Marseille. Elle devint une artiste reconnue pour ses œuvres vibrantes et émouvantes, qui reflétaient sa propre expérience de la vie en tant que personne sourde. Elle exposa son travail dans des galeries parisiennes et à travers le monde.

   En 1992, Élise fonda l'Association des Artistes Sourds de France, une organisation qui aide les artistes sourds à se développer et à partager leur travail avec le grand public. Elle continua à œuvrer pour la promotion des droits des personnes sourdes jusqu'à sa mort le 15 décembre 2005.

   Élise a laissé une marque profonde sur le monde de l'art et sur la communauté sourde française. Son travail et son engagement pour la cause des personnes sourdes seront toujours une source d'inspiration pour les générations futures.",Fem,Counter({'Fem': 4}),"[femme, nommée, artiste, reconnue]"
154,qwen_v1_long_withdis_12_torch.txt,"Élise Moreau est née le 12 mai 1985 à Lyon, en France. Dès son plus jeune âge, elle a été confrontée à un handicap moteur, suite à une infection virale qui a provoqué une paralysie du haut du corps. Malgré cela, elle a su s'adapter et développer une grande force mentale. Élise a obtenu un diplôme en journalisme et a travaillé comme rédactrice dans un journal d'information sociale. Son travail a souvent porté sur les enjeux de l'inclusion et des droits des personnes en situation de handicap. Elle a aussi fondé une association locale qui soutient les familles de personnes atteintes de troubles neurologiques. Élise est décédée le 3 avril 2023 à l'âge de 37 ans, laissant derrière elle un héritage de courage et d'engagement.",Fem,Counter({'Fem': 1}),[rédactrice]
